"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051131","chaperone-mediated protein complex assembly","4/184","23/18888",0.173913043478261,17.8525519848771,8.0209229315223,6.6772450534225e-05,0.010162766971309,0.00871907630396906,"HSP90AA1/HSPA1A/PTGES3/HSPA4",4
"GO:0070432","regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","3/184","10/18888",0.3,30.795652173913,9.34755565653202,0.000103783941602362,0.0150437294398853,0.0129066646173164,"ERBIN/HSPA1A/HSPA1B",3
"GO:0001783","B cell apoptotic process","4/184","26/18888",0.153846153846154,15.7926421404682,7.48620489650091,0.000110187709432367,0.015245972159642,0.0130801773732871,"BCL6/IRS2/BCL2/FOXP1",4
"GO:0070227","lymphocyte apoptotic process","6/184","79/18888",0.0759493670886076,7.79636763896533,6.00386212659785,0.00012143979091337,0.016072292327839,0.0137891131009643,"BCL6/LIPA/IRS2/BCL2/FOXP1/ST3GAL1",6
"GO:0042026","protein refolding","4/184","27/18888",0.148148148148148,15.207729468599,7.32735711484114,0.000128370552997691,0.0162816651385405,0.0139687430696172,"HSP90AA1/HSPA1A/HSPB1/HSPA1B",4
"GO:0072028","nephron morphogenesis","6/184","81/18888",0.0740740740740741,7.60386473429952,5.9075046346797,0.000139529502889906,0.0165911012303636,0.0142342216448344,"FMN1/GREB1L/BCL2/LGR4/ERBB4/PKD1",6
"GO:0051961","negative regulation of nervous system development","8/184","155/18888",0.0516129032258065,5.29817671809257,5.32929308142717,0.000141711114319794,0.0165911012303636,0.0142342216448344,"LRP4/SEMA3B/SEMA4B/MAG/PTPN13/SORL1/ULK2/LDLR",8
"GO:0042063","gliogenesis","12/184","346/18888",0.0346820809248555,3.56019100276451,4.76711120197522,0.000153958735677766,0.0173574219038192,0.014891681217019,"OPALIN/MOBP/MAG/NFIB/TUBA1A/ETV5/RELN/STAT3/LDLR/BOK/KLF15/ASPA",12
"GO:0051056","regulation of small GTPase mediated signal transduction","11/184","304/18888",0.0361842105263158,3.71438787185355,4.7321908811832,0.000201492607588241,0.0216418983457245,0.0185675184299545,"BCL6/LRP4/ARRB1/RABGEF1/SPATA13/SIPA1L1/ARHGAP12/RHOU/RELN/FLCN/SIPA1L2",11
"GO:0051960","regulation of nervous system development","14/184","468/18888",0.0299145299145299,3.07079152731327,4.49922433259258,0.000206181028917874,0.0216418983457245,0.0185675184299545,"LRP4/SEMA3B/LRRTM3/MAN2A1/SEMA4B/MAG/PTPN13/SORL1/ETV5/ULK2/RELN/LDLR/FXR1/ASPA",14
"GO:0002313","mature B cell differentiation involved in immune response","4/184","31/18888",0.129032258064516,13.2454417952314,6.76771652668784,0.000223260050937428,0.0226534531684511,0.019435374960553,"PLCG2/BCL6/DOCK11/ST3GAL1",4
